_id,id,nickname,battles_in_0,dmg_in_0,winrate_in_0,battles_in_1,dmg_in_1,winrate_in_1,battles_in_4,dmg_in_4,winrate_in_4,battles_in_3,dmg_in_3,winrate_in_3,clantag,is_stats_closed,kills_in_0,spotting_in_0,kills_in_1,spotting_in_1,kills_in_3,spotting_in_3
5fa7fdf4805c92047577e97c,575142992,артишок,9416,2539.76,50.8,2634,19453.54,71.2,95,3591.27,45.3,765,10791.88,51.5,MAPC,false,1.09,391.696367884452,7.89,3136.504555808656,3.85,2395.248366013072
5fa7fdf4805c92047577e97d,586497479,stopWAR2016,8343,2078.38,50.3,7138,16782.28,74.4,292,2474.6,42.1,1841,8185.31,49,MAPC,false,0.9,484.59990411123096,7.13,2883.0816755393666,2.55,2008.6051059206952
5fa7fdf4805c92047577e980,586502147,Курлянд,112,1860.24,55.4,20499,17185.98,87.9,75,2536.37,41.3,461,8316.27,45.3,MAPC,false,0.76,343.5625,8.62,3357.5001219571686,2.6,1752.774403470716
5fa7fdf4805c92047577e982,506075757,ОВЕРМАРС,118,3201.22,50.8,46,9171.58,89.1,0,0,0,8,12064.62,62.5,MAPC,false,1.58,363.73728813559325,8.7,2204.521739130435,3,2477.25
5fa7fdf4805c92047577e984,598883084,ваяки12345678,7581,814.77,44.2,197,4453.08,78.7,0,0,0,54,6149.03,37,MAPC,false,0.51,281.13824033768634,4.65,1958.746192893401,2.41,1340.6666666666667
5fa7fdf4805c92047577e985,781680961,vitaxa415,182,1007.03,45.6,104,2724.26,94.2,0,0,0,0,0,0,null,false,0.71,246.78571428571428,4.91,499.8173076923077,0,0
5fa7fdf4805c92047577e986,607126598,Baabah,627,2356.72,46.7,5668,21793.07,78.1,0,0,0,7994,11559.48,51.7,null,false,0.63,482.51674641148327,9.52,2514.450776287932,4.16,2007.5108831623718
5fa7fdf4805c92047577e987,535482665,Серёга_Самара16,1776,1414.93,47.7,8172,15055.51,80.7,22,1045.81,54.5,923,7959.31,48,MAPC,false,0.46,431.58502252252254,7.24,3483.630078316202,2.46,2648.7638136511378
5fa7fdf4805c92047577e989,589713489,СССРТАНКИСТСССР,3871,2367.85,60.3,17004,12167.47,86.6,76,2046.22,31.6,1918,7021.18,46.1,MAPC,false,2.07,355.7806768276931,6.74,3683.5475770406965,2.68,2537.8722627737225
5fa7fdf4805c92047577e98c,535047522,GenaMitrich,413,2558.65,55.4,5787,11545.98,92.7,24,1474.87,33.3,67,7395.88,46.3,MAPC,false,1.88,300.6779661016949,7.87,2429.241921548298,2.39,2343.1641791044776
5fa7fdf4805c92047577e98f,409938441,san4elos77,12,772.5,50,944,12878.67,87.3,8,1046.87,25,51,7285.01,45.1,MAPC,false,0.17,819.9166666666666,6.86,3128.873940677966,1.94,2502.2156862745096
5fa7fdf4805c92047577e990,475866696,Gaga501,245,1353,46.5,5422,12609.53,88.2,0,0,0,82,9136.45,52.4,MAPC,false,0.79,328.9673469387755,6.66,3355.0191811139803,2.98,3781.5731707317073
5fa7fdf4805c92047577e991,665136606,stilet657,72,1564.3,48.6,9351,17160.91,81.6,0,0,0,0,0,0,MAPC,false,0.31,572.8055555555555,7.38,2948.6222863864828,0,0
5fa7fdf4805c92047577e992,511721070,ivan2881,71,692.61,47.9,6521,9220.13,87.2,10,2534.2,20,19,5484,42.1,MAPC,false,0.51,499.5211267605634,6.67,1942.8320809691766,1.26,1657.5263157894738
5fa7fdf4805c92047577e993,588908406,DEMIGODER1500,185,1883,52.4,577,14582.43,78.7,0,0,0,5,5951.6,40,null,false,0.93,430.6,9.07,2790.270363951473,2.2,689
5fa7fdf4805c92047577e994,780701920,Сайтама379,161,1350.88,44.7,84,9194.89,90.5,0,0,0,0,0,0,null,false,0.8,322.9627329192547,8.58,2210.5714285714284,0,0
5fa7fdf4805c92047577e996,591855977,Hatakas,230,1397.96,48.3,2961,12489.71,77.3,0,0,0,1119,8809.42,49.5,TRKWR,false,0.54,357.2304347826087,7.48,2696.744343127322,2.93,1793.876675603217
5fa7fdf4805c92047577e997,510817898,vit685,2281,1334.52,51,612,9422.83,81.9,0,0,0,7,6437.42,42.9,MAPC,false,0.84,284.3353792196405,6.29,1793.7875816993464,1.57,1876.857142857143
5fa7fdf4805c92047577e998,637635465,Totenwaco,1,705,100,89,8440.86,83.1,0,0,0,0,0,0,MAPC,false,0,0,3.99,2726.7303370786517,0,0
5fa7fdf4805c92047577e99a,782243137,maha1992,30,516.56,43.3,159,5425.18,73.6,0,0,0,0,0,0,null,false,0.2,422.6,4.11,1861.8490566037735,0,0
5fa7fdf4805c92047577e99c,600303183,леха-74рег,185,677.55,45.9,1547,10772.37,79.4,0,0,0,9,3600.77,66.7,MAPC,false,0.33,318.6054054054054,5.82,2035.8067226890757,0.89,815.7777777777778
5fa7fdf4805c92047577e99d,766206176,ihatte,32,1734.59,46.9,275,14092.04,74.5,0,0,0,13,7283,38.5,MAPC,false,1.22,388.53125,7.03,2599.2545454545457,2.54,1876.6923076923076
5fa7fdf4805c92047577e9a1,501244541,ТашБАШ02,294,1019.32,51.7,571,6863.3,75.3,0,0,0,7,4391.14,42.9,null,false,0.65,307.28231292517006,5.32,1986.5394045534151,2.71,1472.142857142857
5fa7fdf4805c92047577e9a3,752551906,Антон-136,68,1208.79,61.8,5016,18991.46,79.3,14,1588.21,7.1,51,7906.9,41.2,MAPC,false,0.63,221.05882352941177,8.35,3196.788476874003,2.31,2306.9607843137255
5fa7fdf4805c92047577e9a4,700753762,Д_Ы_М_О_К,6887,2276.43,47.2,3235,16721.82,61,112,2941.66,46.4,3967,8766.42,47.2,MAPC,false,0.66,533.8680121968927,6.8,2462.9795981452858,2.69,2206.300983110663
5fa7fdf4805c92047577e9a5,711596794,xxxCtarxxx,43,1340.65,37.2,325,9042.84,79.7,0,0,0,42,4115.76,50,MAPC,false,1.12,171.09302325581396,5.26,2440.2615384615383,1.19,1702.9285714285713
5fa7fdf4805c92047577e9a6,473752366,korf_22rus,565,917.2,49.2,6746,11584.55,82.9,105,2238.13,35.2,197,7153.18,48.2,MAPC,false,0.71,292.56106194690267,6.79,2472.8738511710644,2.19,2166.3350253807107
5fa7fdf4805c92047577e9a7,687085584,Tumna,625,2016.37,55.7,2400,8004.32,92.1,15,2192.46,53.3,15,6022.86,40,null,false,1.64,221.4,5.5,1668.0133333333333,2.2,2815.4
5fa7fdf4805c92047577e9a8,626901718,Одион,115,1457.1,54.8,3661,14338.55,70.8,0,0,0,3289,12265.34,52.9,ОСКОМ,false,0.43,493.8695652173913,6.44,3674.9983611035236,4,3018.6795378534507
5fa7fdf4805c92047577e9a9,579013911,Dimarik_dv,568,2254.05,45.8,4171,12145.6,81.1,7,1869.28,42.9,203,9267.13,50.2,MAPC,false,0.9,367.9401408450704,6.04,2837.522656437305,3.79,1445.6059113300494
5fa7fdf4805c92047577e9aa,646469774,чувашпилер,5045,1403.89,47.6,99,7513.39,77.8,0,0,0,1,9954,0,MAPC,false,0.54,392.7768087215064,4.12,1727.8181818181818,2,2555
5fa7fdf4805c92047577e9ac,580666479,иван123456789,10844,1232,47.9,9,1313.44,100,0,0,0,0,0,0,null,false,0.51,330.125691626706,2.44,506.77777777777777,0,0
5fa7fdf4805c92047577e9ad,651147378,вовакрымский,14763,1278.1,46.4,90,6698.83,73.3,0,0,0,12,3828.33,58.3,MAPC,false,0.48,364.2552326762853,4.99,1200.9555555555555,1.25,1958.9166666666667
5fa7fdf4805c92047577e9ae,595600862,xxHikaroxx,99,1305.64,45.5,2230,10529.41,83.1,0,0,0,25,4709.88,60,null,false,0.79,370.47474747474746,5.84,2442.737668161435,1.64,577.76
5fa7fdf4805c92047577e9af,382629501,Karten,866,1565.59,46.5,5659,13824.21,87.9,7,521.57,100,1457,7231.04,51.1,MAPC,false,0.51,550.2748267898384,6.55,4174.315780173176,2.51,2298.5628002745366
5fa7fdf4805c92047577e9b1,754881494,Vovan83j,26,939.96,34.6,2122,8938.76,79,0,0,0,29,3343.68,48.3,MAPC,false,0.5,354.0769230769231,5.68,2423.4608859566447,0.83,2049.103448275862
5fa7fdf4805c92047577e9b2,391843397,МАЭСТРО,12235,1797.22,48.9,1750,12721.22,72.9,36,2300.16,27.8,196,7127.91,47.4,null,false,0.67,385.0984879444217,8.24,1947.0114285714285,2.68,1132.0408163265306
5fa7fdf4805c92047577e9b3,535464146,Serg7184,171,1172.74,50.9,937,11989.82,84.5,0,0,0,60,5192.35,48.3,MAPC,false,0.53,401.8654970760234,6.89,2227.957310565635,1.57,2013.7833333333333
5fa7fdf4805c92047577e9b5,628457245,anmaster23,309,984.68,52.8,1022,10045.48,67.5,2,1440,50,2164,9632.22,53.6,MAPC,false,0.6,357.7734627831715,6.17,2147.7769080234834,3.45,2029.7181146025878
5fa7fdf4805c92047577e9b6,384864646,Pozharniy,317,3025.82,56.2,59,15909.59,74.6,0,0,0,111,11003.34,52.3,null,false,1,486.42902208201895,6.88,3449.6949152542375,3.55,1936.4234234234234
5fa7fdf4805c92047577e9b7,402999170,Hellish_666,405,1843.27,57.3,2182,13852.92,89,0,0,0,993,10489.55,55.9,null,false,1.11,516.1432098765432,9.4,1737.6131989000917,3.59,1465.60221550856
5fa7fdf4805c92047577e9b8,579380862,MIKHAIK777,6508,1296.15,46.4,1352,13629.75,83.9,0,0,0,46,5710.26,30.4,MAPC,false,0.48,443.75875845113706,5.92,3808.527366863905,1.78,1173.2173913043478
5fa7fdf4805c92047577e9b9,675165685,buxarskie,8965,2656.07,54.4,3493,17102.93,72,6,3220,50,3710,9665.26,50.8,MAPC,false,1.49,548.7622978248745,8.95,2417.3727454909817,3.21,2325.300269541779
5fa7fdf4805c92047577e9ba,588367215,Firsikus,926,1992.52,53.6,3796,15482.12,76,3,2185.66,66.7,426,9930.47,56.1,MAPC,false,1.03,412.2548596112311,7.17,2618.4470495258165,2.97,2025.0422535211267
5fa7fdf4805c92047577e9bb,462713017,vasyliy68terkin,10100,2740.33,57.9,4229,17626.22,87.1,3,1974.33,33.3,778,11324.35,50.8,null,false,1.71,524.1520792079208,7.89,4732.395365334594,3.62,2704.7750642673523
5fa7fdf4805c92047577e9bc,463998703,maxxx1977,6350,1377.45,49.2,1850,12425.42,66.2,1,0,100,7,4335.42,42.9,MAPC,false,0.58,502.1404724409449,5.84,3196.2713513513513,1.29,787.1428571428571
5fa7fdf4805c92047577e9bd,508809622,дзпфу,4534,1266.67,48.6,2363,4773.14,80.2,1,663,0,34,2755.7,55.9,MAPC,false,0.87,260.30480811645344,4.82,2076.015658061786,0.97,1139.3529411764705
5fa7fdf4805c92047577e9be,660702008,ДЕНИСОВ,90,3649.34,50,39,8568.84,92.3,0,0,0,33,10975.81,54.5,MAPC,false,1.92,368.73333333333335,8.21,704.5384615384615,4.58,1156.3939393939395
5fa7fdf4805c92047577e9bf,602658092,у5кен,6536,983.41,47.6,7132,11256.8,74.3,29,1155.24,41.4,4237,8076.36,50.8,null,false,0.48,398.5719094247246,6.76,3328.929192372406,3.1,2275.124380457871
5fa7fdf4805c92047577e9c0,590172992,HummerHead87,3404,2471.25,53.8,237,24267.11,80.6,0,0,0,3354,13212.33,56.7,MAPC,false,1.03,631.7782021151586,12.43,3552.8860759493673,4.41,2753.3679189028026
5fa7fdf4805c92047577e9c1,602949252,geka11,15792,1326.37,48.4,123,12944.34,72.4,2,2318,100,1278,9130.43,49.8,null,false,0.52,615.8757598784194,7.35,2960.7154471544713,3.16,2228.7057902973397
5fa7fdf4805c92047577e9c2,622772480,GKR2,195,1358.24,50.3,1859,13538.16,79.2,24,2099.58,29.2,366,6877.18,47.8,null,false,0.6,358.0923076923077,7.25,3038.744486282948,2.46,1977.688524590164
5fa7fdf4805c92047577e9c4,725189740,мак272727,222,1051.09,43.2,1982,10971.41,73.3,0,0,0,1680,6018.49,47.8,MAPC,false,0.34,373.60360360360363,6.07,1667.550454086781,2.13,1453.8345238095237
5fa7fdf4805c92047577e9c5,512019408,evsjuk,366,1214.35,57.9,6559,13930.53,77,0,0,0,1,2631,100,MAPC,false,1.01,303.42622950819674,6.47,2926.469126391218,0,615
5fa7fdf4805c92047577e9c7,403221344,MAKSAT86,938,1041.98,48.3,328,8808.5,75.6,4,1653.75,50,87,4974.2,46,null,false,0.57,438.5085287846482,4.97,2428.3414634146343,1.2,1879.344827586207
5fa7fdf4805c92047577e9c9,461602797,ZE_VS,529,1473.87,50.5,7526,14044.57,87.6,36,2657.86,27.8,16,5781.62,37.5,MAPC,false,1.25,286.46124763705103,6.75,3614.046904065905,1.69,2827.75
5fa7fdf4805c92047577e9cc,622748120,VOLONTER-116rus,8979,2518.18,52.2,1194,13167.13,74.2,57,2423.63,47.4,1276,10396.86,50.5,MAPC,false,1.15,451.23321082525894,8.01,2858.6582914572864,3.19,1648.6081504702195
5fa7fdf4805c92047577e9ce,589910021,Dorami,288,1639.67,52.8,765,10193.68,84.7,0,0,0,55,8527.32,41.8,null,false,0.76,494.80555555555554,7.2,2368.9516339869283,2.84,2181.7454545454543
5fa7fdf4805c92047577e9cf,578805843,Тащунский,2469,1822.73,51.2,502,14345.78,66.7,2,415,0,3343,11326.01,53.7,MAPC,false,0.84,467.57634669906844,6.22,2823.9840637450197,3.58,2878.455279688902
5fa7fdf4805c92047577e9d0,629298634,BaJIeTbI4,2774,1523.71,49.9,1950,15071.43,72.8,47,2689.14,27.7,1373,9298.35,50.8,MAPC,false,0.68,378.2415284787311,6.97,2618.133846153846,3.37,1569.4668608885652
5fa7fdf4805c92047577e9d1,585944895,Фатали,2010,906.84,46.6,19996,11837.77,75.3,15,1104.06,60,11817,8367.76,46.8,MAPC,false,0.34,368.6592039800995,5.71,3301.9046309261853,2.58,1710.6719133451807
5fa7fdf4805c92047577e9d2,535051643,ACE9791SHAP,596,601.27,44.6,7269,11660.65,81.8,0,0,0,4221,8697.61,50.4,MAPC,false,0.31,341.6191275167785,7,2317.803549319026,3.18,2286.550817341862
5fa7fdf4805c92047577e9d3,414613086,ДИВЕРСАНТ-21,887,2221.12,45.8,4949,8449.21,52.9,4,1418.75,25,785,8221.98,47.5,MAPC,false,0.83,350.31567080045096,4.01,1156.0004041220448,2.66,1416.4445859872612
5fa7fdf4805c92047577e9d5,575376967,Plumboommm,4615,1670.3,50.9,36,9496.44,88.9,0,0,0,1085,8680.68,52.2,null,false,0.73,497.94257854821234,5.14,2876.8055555555557,3.05,1870.6866359447004
5fa7fdf4805c92047577e9d6,512293728,NBVFATQ,8829,1393.27,48.9,203,6366.53,74.9,0,0,0,0,0,0,null,false,0.73,333.4455770755465,5.55,1139.2906403940888,0,0
5fa7fdf4805c92047577e9d7,384971074,Avestor,3867,1515.64,48.8,8981,12751.03,88.8,0,0,0,3324,8486.79,49.9,null,false,0.87,300.70571502456687,6.84,4059.9032401737,3.02,1488.1444043321299
5fa7fdf7805c92047577e9db,638606557,aleks22rus222,3888,2559.37,50.6,3860,11944.49,87.1,3,2067.33,66.7,44,8867.77,52.3,SLRUS,false,0.73,510.02880658436214,7.55,2446.405699481865,2.93,1686.4545454545455
5fa7fdf7805c92047577e9dc,493433318,RocketX9z,749,2114.16,53.1,48,8778.37,70.8,0,0,0,2,3361,50,SLRUS,false,0.85,428.05473965287047,6.85,1034.0833333333333,1.5,1315
5fa7fdf7805c92047577e9de,511071673,AndreyB22,4967,2044.81,49.1,2011,11604.86,73.1,1,3580,100,134,6940.57,44.8,SLRUS,false,0.94,404.87416951882426,6.32,2690.2744903033317,2.44,1312.9850746268658
5fa7fdf7805c92047577e9df,598056138,egor24560,9370,2002.95,51.8,467,17601.99,63.6,2,1035,50,1208,12425.08,52.6,SLRUS,false,0.85,602.0347918890075,7.26,2533.3104925053535,4.49,3032.819536423841
5fa7fdf7805c92047577e9e0,499288199,chiv-16,9213,1318.35,49,239,8300.05,93.3,1,0,100,23,4576.95,34.8,SLRUS,false,0.6,381.9198957994139,5.98,5779.702928870292,2.43,1845.1304347826087
5fa7fdf7805c92047577e9e1,474579900,Славянин72,5068,1940.93,49.6,731,9125.06,76.9,1,4349,100,31,5145.61,48.4,SLRUS,false,0.91,459.0309786898185,6.01,2700.016415868673,2.94,2025.8064516129032
5fa7fdf7805c92047577e9e2,605221939,Fipok,743,1561.66,53.8,170,6573.27,84.1,0,0,0,0,0,0,SLRUS,false,1.07,433.20457604306864,6.99,2088.8764705882354,0,0
5fa7fdf7805c92047577e9e4,576784265,cjrjm,11595,1354.32,48,5762,9229.01,79.8,0,0,0,270,6556.08,41.1,SLRUS,false,0.47,484.88167313497195,4.47,3016.0402637972925,2.09,1747.2111111111112
5fa7fdf7805c92047577e9e5,661736635,Свят0гор,1852,2029.37,49.4,452,8892.71,67.9,8,1703.12,50,397,6713.61,45.8,SLRUS,false,0.93,361.2257019438445,7.21,1763.9026548672566,2.92,824.4861460957179
5fa7fdf7805c92047577e9e6,586479935,PAK_B_TAHKR_03R,499,1809.67,45.7,154,10261.16,68.8,1,5318,100,37,6309.89,48.6,SLRUS,false,0.52,317.51503006012024,4.95,2269.6428571428573,2.24,1224.3513513513512
5fa7fdf7805c92047577e9e7,416972208,Krasav4ik82,333,1818.03,48.3,528,8494.94,80.9,0,0,0,3,5917.33,66.7,SLRUS,false,0.71,416.3003003003003,6.36,1732.1344696969697,1,1885.3333333333333
5fa7fdf7805c92047577e9e8,617508849,crucer84,7089,2033.61,49.9,77,6864.76,84.4,0,0,0,0,0,0,SLRUS,false,0.8,490.56778106926225,4.94,1315.7662337662337,0,0
5fa7fdf7805c92047577e9e9,624833515,AVONES,4549,655.42,48.6,105,2508.15,90.5,0,0,0,8,1641.87,37.5,SLRUS,false,0.48,326.77181798197404,4.63,1809.4476190476191,1.5,1576.25
5fa7fdf7805c92047577e9ea,574286198,RCY11,4946,952.87,47.2,0,0,0,0,0,0,0,0,0,SLRUS,false,0.49,419.33077234128586,0,0,0,0
5fa7fdf7805c92047577e9ed,513885210,derevolazyr,6793,1349.07,48.5,1097,8552.4,88.7,0,0,0,1683,7936.07,49.9,SLRUS,false,0.65,406.8021492713087,7.23,3160.9535095715587,2.66,1860.919191919192
5fa7fdf7805c92047577e9f0,602921831,aleksei07117907,12885,697.46,45.4,404,8500.99,77.5,0,0,0,24,3245.45,37.5,SLRUS,false,0.23,313.9523476911137,4.62,1452.5272277227723,0.96,1179.125
5fa7fdf7805c92047577e9f2,600722274,GIGANT_34rus,189,1187.68,47.6,102,6991.31,79.4,0,0,0,0,0,0,SLRUS,false,0.81,273.8941798941799,7.84,1449.6274509803923,0,0
5fa7fdf8805c92047577e9f4,461168628,hhhranitelll,6589,2827.77,55.3,10334,18519.85,81.3,45,2740.26,33.3,3838,14888.25,55.8,RusTD,false,1.24,638.309910456822,8.54,3141.8827172440488,5.01,2535.264460656592
5fa7fdf8805c92047577e9f6,509881393,Tankrobber,2350,2825.42,53.8,11540,18470.73,81.2,35,3299.2,60,5725,10451.95,49.3,RusTD,false,1.41,467.03446808510637,7.63,4168.785788561525,3.26,2419.4761572052403
5fa7fdf8805c92047577e9f7,512906052,MccMilan,11849,2844.28,52.6,3384,20647.68,70.6,13,4755.15,46.2,104,10112.96,45.2,RusTD,false,1.11,765.698793147101,8.68,2773.9456264775413,3.07,2387.346153846154
5fa7fdf8805c92047577e9f9,587118239,ANDPEi-56,3758,2671.02,50.9,9948,15127.03,80,0,0,0,1408,9406.2,51.6,RusTD,false,0.98,578.8390101117616,7.76,3344.2743264977885,3.25,2242.5085227272725
5fa7fdf8805c92047577e9fb,776376062,PzKpfwIll,91,2650.36,58.2,559,22112.87,78.7,32,3704.87,93.8,87,9258.01,54,null,false,1.46,435.54945054945057,8.77,2852.134168157424,3.39,2063.137931034483
5fa7fdf8805c92047577e9fc,684097608,AngeL-Owl,526,2403.12,56.8,4359,15277.92,76,4,3051.75,25,639,10895.26,52.7,RusTD,false,1.9,346.22623574144484,6.27,3282.5395732966276,3.63,2521.694835680751
5fa7fdf8805c92047577ea01,591422022,Airat_2016,930,2485.06,54.2,10920,17933.01,78.6,253,2104.81,33.2,2268,11216.11,52.5,RusTD,false,1.52,479.1322580645161,8.12,3143.445695970696,3.71,3051.393738977072
5fa7fdf8805c92047577ea02,595515843,VSA64,3567,2051.38,50.1,7680,11269.51,63.3,283,3255.21,45.2,3635,5956.79,45,RusTD,false,1.02,415.85309784132323,5.52,4164.380338541667,2.19,2164.6591471801926
5fa7fdf8805c92047577ea03,596494251,exxxzy,686,3329.97,53.9,6157,27231.29,90.7,0,0,0,2598,14285.15,59.9,RusTD,false,1.5,445.4591836734694,11.28,4932.915056033783,4.8,2859.183217859892
5fa7fdf8805c92047577ea04,511368572,Доппельгангер,756,1468.99,55.4,22848,22990.56,93.1,0,0,0,241,11760.02,53.1,RusTD,false,1.04,835.4206349206349,9.68,5534.404893207283,4.3,2786.5809128630704
5fa7fdf8805c92047577ea05,489030333,Носик,1014,845.5,47.2,24257,8818.47,91.3,27,1133.29,29.6,337,6642.78,53.1,RusTD,false,0.46,353.5414201183432,7.37,1836.2774456857815,2.32,1829.2848664688427
5fa7fdf8805c92047577ea06,604643547,Maksim-t97,259,1859.84,45.6,4492,18465.45,82.9,0,0,0,1020,10591.97,50.5,RusTD,false,0.66,471.4555984555985,9.01,2602.618878005343,3.32,1997.8039215686274
5fa7fdf8805c92047577ea08,685051151,тарантул58,594,1356.45,45.6,1714,10679.52,76.3,139,1209.95,41.7,128,4894.64,39.1,RusTD,false,0.82,320.93265993265993,6.2,2439.987747957993,1.93,2132.796875
5fa7fdf8805c92047577ea0a,661441223,ralif2017,1439,1336.88,49.1,4300,17096.85,50.4,0,0,0,162,5454.9,42,RusTD,false,0.48,564.9325920778318,6.49,3153.62511627907,2.06,1489.7469135802469
5fa7fdf8805c92047577ea0b,497373459,SH00TERx,174,2492.95,62.6,19113,14969.21,85.4,0,0,0,341,11168.64,54.8,RusTD,false,1.16,671.3850574712644,8.02,3435.7255794485427,2.94,3074.2903225806454
5fa7fdf8805c92047577ea0c,598715488,igortankist123,3380,3305.66,52.6,775,24035.2,79.6,11,2750.45,72.7,3707,13039.67,51.1,RusTD,false,1.04,415.0707100591716,7.78,4909.205161290322,3.93,2157.270299433504
5fa7fdf8805c92047577ea0d,535405989,печорец,5004,2312.31,50.2,13311,21805.72,86,279,2244.44,41.2,275,7674.28,50.2,RusTD,false,0.99,496.4996003197442,10.48,4194.5782435579595,2.24,2738.447272727273
5fa7fdf8805c92047577ea0e,492346948,Абрамс_002,562,1181.89,47.9,1530,11572.12,70.3,3,1794.66,66.7,255,6758.1,48.6,RusTD,false,0.54,377.3131672597865,6.68,1822.150980392157,2.06,1752.862745098039
5fa7fdf8805c92047577ea0f,768182981,xaos230,25,2295.24,32,854,13851.69,93,0,0,0,9,6798.11,33.3,null,false,0.88,472.16,7.41,2564.384074941452,2,1574.888888888889
5fa7fdf8805c92047577ea11,439973693,Giro-125,3705,2156.47,56,1544,13498.97,71.6,124,2523.3,54,1785,9538.37,55.1,RusTD,false,1.31,555.3975708502024,7.19,3114.5,3.58,1941.7378151260505
5fa7fdf8805c92047577ea12,586577603,Тень-Прошлого81,215,3126.09,55.8,1045,8044.39,70,0,0,0,341,8400.8,51.9,null,false,1.91,446.74883720930234,4.69,1022.3033492822966,2.91,1383.2785923753665
5fa7fdf8805c92047577ea17,781934530,EvilGorec,19,948.89,31.6,14,3152.85,100,0,0,0,0,0,0,null,false,0.84,84.73684210526316,2.29,1190.7857142857142,0,0
5fa7fdf8805c92047577ea18,479806662,ChioraYaz,1163,2736.83,55.8,5493,16110.22,84.9,9,2258.66,55.6,210,10814.98,51.9,null,false,1.12,427.9862424763543,6.93,4529.985071909703,3.18,2005.1380952380953
5fa7fdf8805c92047577ea1a,755765761,ttvovatt,270,2583.24,49.3,6465,19892.56,88.1,0,0,0,723,10693.09,51,null,false,0.88,368.1,9.03,3113.110286156226,3.56,1639.1728907330566
5fa7fdf8805c92047577ea1b,639041248,vole228,1513,1254.65,44.7,1854,9335.81,64.6,13,1462.38,23.1,377,4658.81,40.3,RusTD,false,0.45,367.68407138136155,5.47,1802.8257820927724,1.73,1400.737400530504
5fa7fdf8805c92047577ea1d,571434431,koksik1990,20232,1801.79,50.2,868,9081.4,71,26,1933.61,23.1,710,9759.42,51.7,null,false,0.72,595.3109924871491,5.42,2162.320276497696,3.12,2466.518309859155
5fa7fdf8805c92047577ea1e,577701663,Черембас38,1736,2482.36,53.3,13038,16806.1,74.6,263,3218.88,43,3007,11244.58,53.3,null,false,1.02,573.7142857142857,7.81,3151.1998005829114,3.72,2931.6059195211174
5fa7fdf8805c92047577ea20,618830942,brandenburg-07,70,1802.87,48.6,6864,14236.69,85.2,-1,-1,-1,15,5249.66,40,А_В_Д,false,1.17,295.8142857142857,8.07,1987.0534673659674,1.33,1803.3333333333333
5fa7fdf8805c92047577ea22,380660067,Igoryan707,898,2224.42,53.1,10705,16236.58,91.3,0,0,0,860,10715.96,52,RusTD,false,1.18,626.8563474387528,8.78,2762.102195235871,3.98,2638.5348837209303
5fa7fdf8805c92047577ea24,599694273,KyKJloVoD,9006,2283.94,53.7,9409,14165.25,76.6,48,3426.89,39.6,3286,12308.3,54.9,RusTD,false,1.11,586.5202087497224,6.84,3158.035923052397,4.28,2737.4290931223372
5fa7fdf8805c92047577ea25,490413722,MaGa-42,674,2077.08,50.4,6445,17899.73,87,0,0,0,247,12325.14,53.4,RusTD,false,0.92,528.7715133531158,7.38,4447.489526764934,3.66,2557.174089068826
5fa7fdf8805c92047577ea26,382780509,Vagonnik,4823,3243.97,50.9,4515,22508.66,83.1,314,2690.14,48.7,2870,11233.61,52,CHAVA,false,1.05,558.0008293593199,9.75,3361.1674418604653,3.78,2629.430662020906
5fa7fdf8805c92047577ea27,511543111,lissor,7100,2582.73,52.6,859,14195.88,69.4,51,2888.62,33.3,2264,12783.62,52.9,RusTD,false,1.06,623.6230985915493,7.01,3932.433061699651,3.95,2837.13074204947
5fa7fdf8805c92047577ea28,768278537,Oleg_22,98,1905.45,58.2,3078,16384.39,91.8,30,2719.93,33.3,537,8853.32,56.2,RusTD,false,0.91,354.3979591836735,7.76,3696.4282001299543,3.07,2366.2849162011175
5fa7fdf8805c92047577ea2a,620692354,SashaRight,1318,2351.39,55.2,12455,16360.23,85.9,46,2430.6,41.3,445,9491.69,53.9,RusTD,false,1.7,362.7359635811836,8.04,3631.2124448012846,3.53,2001.2292134831462
5fa7fdf8805c92047577ea2b,512804648,Band72,340,1873.84,50.6,15263,16577.18,86.2,136,2429.58,40.4,380,7566.59,45.8,RusTD,false,1.22,466.7147058823529,7.83,4142.8605123501275,2.58,1791.7631578947369
5fa7fdf8805c92047577ea2c,385972941,AL_Kaholik,3391,2042.33,53.1,7316,14969.18,74.9,347,2631.96,49.9,1477,9901.46,52.5,RusTD,false,1.08,479.6254792096727,7.93,2909.7613449972664,3.66,2043.2775897088693
5fa7fdf8805c92047577ea2e,511203080,lakostas74,4351,2160.78,55.8,6995,15590.04,78.8,189,2599.01,35.4,1531,12678.66,58.6,RusTD,false,1.55,460.1967363824408,9.33,2557.99957112223,5.09,2859.7668190725017
5fa7fdf8805c92047577ea2f,508294472,OLEGA68,10827,1520.77,51.1,7820,13028.47,84.3,18,1886.72,44.4,7270,9852.82,53.1,PycTD,false,0.85,389.04313290846954,6.46,3761.6116368286444,3.39,2645.528885832187
5fa7fdf8805c92047577ea30,513880153,ВОВАКИМРЫ1981,4574,1145.4,47.4,10008,13140.08,67.9,29,1352.93,37.9,1528,7229.75,46.7,RusTD,false,0.72,300.37822474857893,6.62,2254.36310951239,2.44,1887.4568062827225
5fa7fdf8805c92047577ea31,683526554,valerich_13,330,1890,58.2,12416,18170.3,83.3,0,0,0,1139,8993.48,49.7,RusTD,false,0.93,588.2636363636364,8.31,3762.517557989691,2.78,2531.056189640035
